Race,UseOfForce,Gender,TypeOfArrest,BondAmount,Patrol,Officer,DateTimeOfArrest,SearchConducted,Stopped,Arrest,_SELECTED_CHARGE_1,_SELECTED_CHARGE_2,_SELECTED_CHARGE_3,_SELECTED_CHARGE_4,_SELECTED_CHARGE_5,_SELECTED_CHARGE_6,TimeZone
Hispanic,No,Female,Not listed,72354,D2,Benjamin Austin,2021-06-16 12:57:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,8191,D2,John Peters,2021-05-12 18:05:33,No,No,TRUE,Assault,Theft,Nan,Nan,Burglary,Theft,US/Eastern
Hispanic,No,Female,Taken Into Custody,8708,D2,Robert Robinson,2021-09-28 17:48:59,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,27293,D3,Michelle Friedman,2022-08-11 00:17:42,No,No,TRUE,Fraud,Drug Possession,Drug Possession,Forgery,Driving Under the Influence (DUI),Drug Possession,US/Eastern
White,No,Male,Taken Into Custody,13838,D1,Courtney Bentley,2021-10-30 17:45:07,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,94601,D1,Brian Grant,2021-10-29 21:40:17,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,98566,D3,Joel Stewart,2022-04-22 11:01:40,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,23461,D1,David Cline,2021-08-01 13:29:09,No,No,TRUE,Robbery,Forgery,Fraud,Drug Possession,Burglary,Forgery,US/Eastern
White,No,Male,Summoned/Cited,73467,D1,Dawn Moore,2022-11-11 15:08:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,83373,D1,Denise Potts,2023-11-01 20:58:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,20821,D1,Jessica White,2022-12-07 12:28:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Female,Summoned/Cited,85210,D3,Derrick Mills,2022-04-20 10:28:10,No,No,TRUE,Theft,Forgery,Robbery,Domestic Violence,Theft,Arson,US/Eastern
Black,Yes,Male,Summoned/Cited,48981,D3,Jason Floyd,2024-03-10 13:22:27,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,97403,D3,Jeffrey Torres,2024-01-03 08:05:20,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,8538,D1,Nathan Cowan,2021-12-27 14:34:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,86485,D1,Paul Pena,2022-01-08 08:06:46,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,24467,D2,Richard Padilla,2023-08-19 10:08:41,No,No,TRUE,Theft,Assault,Forgery,Drug Possession,Drug Possession,Robbery,US/Eastern
White,No,Female,Not listed,69532,D2,Andrew Mason,2023-06-07 00:58:15,No,No,TRUE,Drug Possession,Forgery,Domestic Violence,Theft,Arson,Domestic Violence,US/Eastern
Black,Yes,Female,Summoned/Cited,95897,D2,Laura Mcguire,2021-11-13 06:24:39,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,10414,D3,Randy Murray,2022-04-15 18:03:57,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,90839,D3,Catherine Dixon,2022-10-17 00:18:19,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,17057,D1,David Smith,2021-09-04 04:29:41,No,No,TRUE,Nan,Assault,Theft,Burglary,Arson,Assault,US/Eastern
White,No,Female,Summoned/Cited,1718,D1,Michael Brown,2022-10-10 07:16:13,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,1742,D3,Rhonda Ramos,2023-08-07 02:44:05,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,72455,D2,Stephanie Baker,2022-05-27 15:02:36,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,77034,D2,Sophia Green,2022-05-29 04:48:42,No,No,TRUE,Fraud,Domestic Violence,Assault,Burglary,Drug Possession,Robbery,US/Eastern
Hispanic,No,Male,Summoned/Cited,44352,D1,Cole Howard,2023-02-06 05:48:06,No,No,TRUE,Assault,Forgery,Driving Under the Influence (DUI),Assault,Arson,Nan,US/Eastern
Black,No,Male,Summoned/Cited,60845,D1,Mr. Jose Hernandez DVM,2024-02-29 09:19:17,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,91509,D1,Andrea Welch,2023-12-17 09:51:33,No,No,TRUE,Drug Possession,Fraud,Robbery,Domestic Violence,Forgery,Burglary,US/Eastern
White,No,Female,Summoned/Cited,92069,D2,Andrea Gomez,2021-12-17 13:58:47,No,No,TRUE,Nan,Burglary,Assault,Driving Under the Influence (DUI),Robbery,Arson,US/Eastern
Asian,No,Female,Not listed,53288,D2,Erika Carter,2022-11-08 07:02:56,No,No,TRUE,Fraud,Nan,Drug Possession,Assault,Theft,Forgery,US/Eastern
Black,Yes,Male,Not listed,39761,D1,Jennifer Ramirez,2022-07-17 18:18:54,Yes,No,TRUE,Domestic Violence,Drug Possession,Drug Possession,Nan,Domestic Violence,Assault,US/Eastern
White,No,Female,Taken Into Custody,37269,D1,Haley James,2021-06-22 09:44:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,77629,D3,Stacey Adams,2023-02-15 22:11:39,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,40966,D2,Douglas Lawrence,2022-05-19 11:23:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,91995,D1,James Ortiz,2021-05-15 08:19:03,No,No,TRUE,Forgery,Domestic Violence,Fraud,Assault,Forgery,Drug Possession,US/Eastern
Black,Yes,Female,Taken Into Custody,73439,D3,Paul Owens,2022-03-28 05:56:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,54369,D3,Mallory Cole,2022-01-01 08:17:40,No,No,TRUE,Nan,Drug Possession,Fraud,Domestic Violence,Drug Possession,Domestic Violence,US/Eastern
Black,Yes,Male,Not listed,59045,D1,Natalie Morris,2021-11-17 01:42:22,Yes,No,TRUE,Fraud,Assault,Forgery,Robbery,Drug Possession,Robbery,US/Eastern
Asian,No,Female,Summoned/Cited,31529,D2,Kathleen Thompson,2022-02-23 17:54:51,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,79868,D2,Kelly Murillo,2023-10-28 07:59:31,No,No,TRUE,Arson,Fraud,Robbery,Robbery,Driving Under the Influence (DUI),Domestic Violence,US/Eastern
White,No,Female,Not listed,93883,D2,Denise Jackson,2022-03-14 09:59:21,No,No,TRUE,Drug Possession,Arson,Forgery,Nan,Drug Possession,Theft,US/Eastern
Asian,No,Male,Summoned/Cited,74222,D3,Veronica Reed,2022-02-05 15:57:09,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,60941,D1,Gary Poole,2021-05-11 06:13:01,No,No,TRUE,Forgery,Driving Under the Influence (DUI),Burglary,Theft,Burglary,Burglary,US/Eastern
Hispanic,No,Female,Taken Into Custody,30997,D1,Michael Hensley,2021-10-05 09:34:10,No,No,TRUE,Drug Possession,Burglary,Forgery,Burglary,Arson,Arson,US/Eastern
Asian,No,Male,Taken Into Custody,29389,D1,Dean Gonzalez,2024-02-27 02:36:58,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,1087,D2,Rodney Williams,2023-02-13 00:06:14,No,No,TRUE,Burglary,Driving Under the Influence (DUI),Fraud,Fraud,Domestic Violence,Fraud,US/Eastern
Hispanic,No,Female,Taken Into Custody,81017,D1,Stacy Perez,2023-04-30 03:30:52,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,15182,D1,Tiffany Vincent,2022-08-01 16:18:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,67216,D1,Tyler Huerta,2021-03-23 19:52:55,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,68536,D3,Juan Smith,2023-05-17 11:51:32,No,No,TRUE,Arson,Arson,Nan,Forgery,Domestic Violence,Drug Possession,US/Eastern
White,No,Male,Not listed,77729,D1,Charles Davidson,2021-03-31 22:43:23,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,22439,D1,Anthony Sampson,2023-03-13 07:35:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,53793,D2,Beth Shelton,2023-03-18 04:34:06,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Female,Summoned/Cited,33593,D2,Douglas Martinez,2022-08-04 05:23:30,No,No,TRUE,Driving Under the Influence (DUI),Driving Under the Influence (DUI),Fraud,Theft,Robbery,Fraud,US/Eastern
Asian,No,Female,Summoned/Cited,17012,D1,Jill Montes,2024-02-17 05:57:16,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,98556,D1,Vicki Hines,2022-09-02 22:09:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,9015,D3,Guy Ramos,2022-11-04 15:31:41,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,71842,D3,Joshua Roberts,2023-01-11 11:59:20,No,No,TRUE,Drug Possession,Theft,Driving Under the Influence (DUI),Nan,Forgery,Fraud,US/Eastern
Hispanic,No,Male,Taken Into Custody,50113,D2,Crystal Pierce,2021-10-09 05:31:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,58111,D3,Gregory Lopez,2023-08-19 23:29:54,No,No,TRUE,Arson,Nan,Arson,Nan,Burglary,Domestic Violence,US/Eastern
Asian,No,Female,Taken Into Custody,33957,D3,Amanda Dean,2022-03-04 18:57:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Female,Summoned/Cited,55521,D2,Laura Vaughn,2022-08-25 23:58:28,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,82045,D1,Angela Curtis,2021-10-20 03:50:46,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,58895,D2,Gabriela Flores,2023-01-15 13:18:18,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,43679,D2,Christina Gates,2023-03-17 02:35:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,55532,D3,Mary Hanson,2021-12-26 15:32:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,99509,D2,Gary Richardson,2022-02-24 07:07:06,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,63041,D1,Jeffrey Robinson,2023-08-11 01:25:06,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,51932,D2,Carol Rice,2023-03-28 18:32:20,Yes,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,35719,D1,Michael Combs,2023-11-28 12:24:04,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,86990,D2,Michele Reyes,2023-09-14 13:49:48,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,18372,D1,Kevin Brown,2021-08-13 14:00:51,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,31646,D1,Jennifer Hatfield MD,2023-01-08 07:51:53,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,65774,D2,Judy Kane,2022-08-06 22:20:18,No,No,TRUE,Nan,Driving Under the Influence (DUI),Robbery,Theft,Nan,Domestic Violence,US/Eastern
Black,Yes,Male,Taken Into Custody,94040,D2,Troy Macias,2022-07-19 03:38:09,Yes,No,TRUE,Drug Possession,Driving Under the Influence (DUI),Theft,Burglary,Nan,Domestic Violence,US/Eastern
Hispanic,No,Female,Summoned/Cited,41736,D3,Alicia Sellers,2023-05-12 01:40:47,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,22039,D2,Samuel Todd,2021-08-20 04:39:31,No,No,TRUE,Arson,Fraud,Arson,Robbery,Burglary,Robbery,US/Eastern
Asian,No,Male,Taken Into Custody,70776,D3,Robert West,2022-01-08 22:39:21,No,No,TRUE,Domestic Violence,Theft,Fraud,Assault,Drug Possession,Forgery,US/Eastern
White,No,Female,Taken Into Custody,65012,D1,Kristina Cortez,2021-06-12 02:17:40,No,No,TRUE,Assault,Burglary,Forgery,Driving Under the Influence (DUI),Drug Possession,Theft,US/Eastern
Asian,No,Female,Summoned/Cited,43789,D3,Melissa Rivera,2023-06-01 05:17:26,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,28133,D3,Dalton Nelson,2022-12-23 03:38:03,No,No,TRUE,Forgery,Robbery,Nan,Drug Possession,Theft,Robbery,US/Eastern
White,No,Male,Taken Into Custody,35050,D3,Michael Wang,2022-02-02 20:26:52,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,66996,D1,Dr. Lauren Kim,2023-08-14 17:44:02,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,6024,D1,Clayton May,2021-10-28 14:27:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,35328,D2,Amy Graham,2021-08-24 08:02:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,11873,D2,Andrew Soto,2023-03-05 03:37:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,10349,D1,Shannon Delacruz,2023-09-20 09:35:10,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,19670,D2,Gregory Miller,2022-12-08 23:24:13,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,15144,D3,Leslie Kelley,2021-08-04 21:35:45,No,No,TRUE,Robbery,Driving Under the Influence (DUI),Domestic Violence,Arson,Burglary,Forgery,US/Eastern
White,No,Male,Summoned/Cited,41604,D2,Mckenzie Chambers,2023-03-06 02:25:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,37957,D2,James Mcgee,2023-10-29 15:36:50,No,No,TRUE,Robbery,Burglary,Domestic Violence,Forgery,Robbery,Fraud,US/Eastern
Black,Yes,Female,Not listed,2137,D1,Linda Peters,2023-06-04 16:07:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,42554,D3,Kimberly Waller,2022-11-22 13:54:51,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Taken Into Custody,55519,D3,Jason Williams,2022-01-07 00:48:25,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,14704,D2,Daisy Nunez,2023-01-27 22:35:06,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,86013,D2,Renee Mcdonald,2023-10-08 23:26:39,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,70256,D2,Christopher Parker,2022-09-04 02:34:02,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,84997,D3,Cassandra Morrow,2022-02-23 12:47:21,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,92236,D3,Robert Gould,2023-01-03 15:08:46,No,No,TRUE,Arson,Burglary,Robbery,Robbery,Robbery,Robbery,US/Eastern
White,No,Female,Not listed,79385,D3,Eduardo Dawson,2021-04-26 03:55:55,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,12248,D2,Larry Wright,2023-01-09 07:50:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,39758,D2,Christopher Jones,2024-02-15 11:50:30,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Not listed,57308,D3,Laura Rodriguez,2023-05-24 09:32:09,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,44873,D3,Joseph Cox,2022-08-01 22:21:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,68335,D3,Jason Howard,2022-03-15 05:15:22,No,No,TRUE,Assault,Domestic Violence,Robbery,Arson,Burglary,Fraud,US/Eastern
Hispanic,No,Female,Summoned/Cited,55958,D1,Julie Taylor,2023-06-30 17:34:44,No,No,TRUE,Drug Possession,Burglary,Burglary,Arson,Domestic Violence,Forgery,US/Eastern
White,No,Male,Not listed,26425,D2,David Wright,2021-10-22 19:15:09,No,No,TRUE,Nan,Arson,Drug Possession,Nan,Assault,Robbery,US/Eastern
Hispanic,No,Male,Not listed,47676,D3,Samantha Johnson,2023-02-13 21:16:47,No,No,TRUE,Robbery,Domestic Violence,Theft,Burglary,Drug Possession,Domestic Violence,US/Eastern
White,No,Male,Not listed,54145,D1,Chelsea Taylor,2021-08-16 22:15:21,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,46990,D2,Shawn Smith,2021-12-03 01:34:35,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,48794,D1,Kayla Davis DDS,2021-05-31 00:32:20,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,63613,D1,Jerry Alexander,2023-09-01 00:35:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,98585,D3,Makayla Watkins,2024-01-24 01:04:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,66751,D3,Joseph Caldwell,2022-04-28 16:19:09,No,No,TRUE,Fraud,Assault,Domestic Violence,Burglary,Drug Possession,Domestic Violence,US/Eastern
